"","D2_indiv","D1_indiv","logl_ratio","num_loc"
"479","M145489","M145968",-19.4837273494175,93
"480","M145489","M145969",-10.9598443046072,82
"481","M145489","M145970",-16.9526185692663,82
"482","M145489","M145971",-16.8816533573896,93
"483","M145489","M145972",-12.8792948067559,90
"484","M145489","M145973",-11.3285384842237,91
"485","M145489","M145974",-13.9839349499396,93
"486","M145489","M145975",-20.6731964379395,92
"487","M145489","M145976",-21.2196651357629,90
"488","M145490","M145491",-12.8137330861517,93
"489","M145490","M145492",-7.15498906502273,93
"490","M145490","M145493",-5.47263744816872,91
"491","M145490","M145494",-11.9728680295646,92
"492","M145490","M145495",-15.4346859439014,94
"493","M145490","M145496",-15.4420997746301,93
"494","M145490","M145497",-18.5863231390131,92
"495","M145490","M145498",-12.0367835812797,94
"496","M145490","M145499",-17.2286610014939,92
"497","M145490","M145500",-18.4762558346411,94
"498","M145490","M145501",-17.3309286518831,93
"499","M145490","M145502",-14.7465696438799,93
"500","M145490","M145503",-28.1021994728123,91
"501","M145490","M145504",-21.2923188623528,94
"502","M145490","M145505",-7.81326949274796,93
"503","M145490","M145506",-8.91545342329797,93
"504","M145490","M145507",-6.90256414154872,94
"505","M145490","M145508",-16.3802199033552,94
"506","M145490","M145509",-22.0870036836741,94
"507","M145490","M145510",-13.4255073465333,93
"508","M145490","M145511",-12.1647777518913,94
"509","M145490","M145512",-15.5150676607017,93
"510","M145490","M145513",-12.1741948261448,94
"511","M145490","M145514",-17.6427161475525,94
"512","M145490","M145515",6.74006343520201,94
"513","M145490","M145516",15.4873977333652,93
"514","M145490","M145517",9.53983744390372,94
"515","M145490","M145518",-14.4052706030338,94
"516","M145490","M145519",-19.4560050531856,93
"517","M145490","M145520",-9.48027285378838,94
"518","M145490","M145521",-18.9359932310465,91
"519","M145490","M145522",5.62466647824511,94
"520","M145490","M145523",-28.1433104557972,94
"521","M145490","M145524",-11.6862242655309,93
"522","M145490","M145525",-9.13699016472751,94
"523","M145490","M145526",-12.2174339259568,92
"524","M145490","M145527",-15.0927439494477,92
"525","M145490","M145528",-9.243188840301,93
"526","M145490","M145529",-14.5482428975912,93
"527","M145490","M145530",-12.458420653348,94
"528","M145490","M145531",-20.1380622691562,94
"529","M145490","M145532",-10.337739294547,94
"530","M145490","M145533",-20.6001800581412,93
"531","M145490","M145534",-10.3326094352519,93
"532","M145490","M145535",-8.43866023157546,92
"533","M145490","M145536",17.8309729178098,93
"534","M145490","M145537",-12.1913843671537,89
"535","M145490","M145538",-12.8730215500794,94
"536","M145490","M145539",-0.966182004451862,93
"537","M145490","M145540",-19.6148367353381,92
"538","M145490","M145541",8.39045493954312,91
"539","M145490","M145542",-17.3986513980485,94
"540","M145490","M145543",-10.8428929307925,93
"541","M145490","M145544",-13.7312683393432,94
"542","M145490","M145545",-23.5021156506586,94
"543","M145490","M145546",-7.90919606858734,94
"544","M145490","M145547",-9.92697427520913,94
"545","M145490","M145548",-19.4143745876384,94
"546","M145490","M145549",-15.3678035348839,94
"547","M145490","M145550",-10.5174493713069,94
"548","M145490","M145551",-13.4999814395412,94
"549","M145490","M145552",-18.9422638922134,94
"550","M145490","M145553",-13.4769833883833,94
"551","M145490","M145554",-17.1646139258128,94
"552","M145490","M145555",4.36296110697373,93
"553","M145490","M145556",-9.55196184558153,93
"554","M145490","M145557",-11.7271646324183,93
"555","M145490","M145558",-7.10584260846292,93
"556","M145490","M145559",-6.88103110263208,94
"557","M145490","M145560",-10.3739133800653,92
"558","M145490","M145561",-9.57424046949755,94
"559","M145490","M145562",-24.2730191641887,94
"560","M145490","M145563",-26.9682295168173,93
"561","M145490","M145564",-9.80883588895427,87
"562","M145490","M145565",-6.30343106434183,94
"563","M145490","M145566",-18.4359842956935,93
"564","M145490","M145567",-13.5777465090212,92
"565","M145490","M145568",-0.413128650275734,93
"566","M145490","M145569",-14.7631966976796,93
"567","M145490","M145570",-18.1814120579855,93
"568","M145490","M145571",-12.1600555546192,94
"569","M145490","M145572",-8.53202767773991,93
"570","M145490","M145573",-23.7212134602064,92
"571","M145490","M145574",-11.8864962658792,92
"572","M145490","M145575",-13.2510902393058,62
"573","M145490","M145576",-11.7646763592559,94
"574","M145490","M145577",-16.3883886845259,94
"575","M145490","M145578",-2.37726352028171,94
"576","M145490","M145579",-9.40581454426009,93
"577","M145490","M145580",-9.10015577054555,94
"578","M145490","M145581",-16.9585299039992,94
"579","M145490","M145582",-7.25906578607982,93
"580","M145490","M145583",-8.35521481993715,91
"581","M145490","M145584",-12.8745094136893,92
"582","M145490","M145585",-22.4932852667271,89
"583","M145490","M145586",-9.78564698951223,94
"584","M145490","M145587",-14.7979300816942,94
"585","M145490","M145588",-1.38410831413531,70
"586","M145490","M145589",-6.26785986229928,93
"587","M145490","M145590",-12.5506101178808,93
"588","M145490","M145591",-10.4117288121209,93
"589","M145490","M145592",-19.7516151296207,78
"590","M145490","M145593",-18.8453110764029,94
"591","M145490","M145594",2.03179494952036,94
"592","M145490","M145595",-8.65831225480975,93
"593","M145490","M145596",5.534487240376,93
"594","M145490","M145597",-12.0985167762324,89
"595","M145490","M145598",-4.01499532848456,94
"596","M145490","M145599",-15.9039687490489,94
"597","M145490","M145600",-4.50633448069778,93
"598","M145490","M145601",-15.3615639419811,88
"599","M145490","M145602",-18.8589452637781,94
"600","M145490","M145603",-5.04212377990628,93
"601","M145490","M145604",-5.07887101913469,93
"602","M145490","M145605",-14.8881797313401,93
"603","M145490","M145606",-18.4583902304341,94
"604","M145490","M145607",-9.21995439713213,92
"605","M145490","M145608",-8.16081780408472,91
"606","M145490","M145609",-17.3230003261526,94
"607","M145490","M145610",-11.0423207563357,94
"608","M145490","M145611",-12.2289004349242,93
"609","M145490","M145612",-19.6584882761208,93
"610","M145490","M145613",-9.33395168342883,93
"611","M145490","M145614",-8.30733136927672,88
"612","M145490","M145615",-9.33406828040581,93
"613","M145490","M145616",-10.3130311347765,93
"614","M145490","M145617",-15.7041465974361,91
"615","M145490","M145618",-6.41972821526344,94
"616","M145490","M145619",-18.9273850841139,94
"617","M145490","M145620",-10.4177707981044,93
"618","M145490","M145621",-1.03160504348223,94
"619","M145490","M145622",-18.2824158819754,92
"620","M145490","M145623",-19.1407518420156,94
"621","M145490","M145624",-7.03783007441724,92
"622","M145490","M145625",-6.34277944992715,93
"623","M145490","M145626",-5.3385292659561,94
"624","M145490","M145627",-18.0068294446084,94
"625","M145490","M145628",-12.8283771262757,91
"626","M145490","M145629",-8.62876865993852,94
"627","M145490","M145630",-17.2077290379435,94
"628","M145490","M145631",-7.5424567336281,93
"629","M145490","M145632",-13.6086821371597,61
"630","M145490","M145633",-12.0223411265894,89
