"","D2_indiv","D1_indiv","logl_ratio","num_loc"
"33319","M145562","M145958",-1.61519098998103,94
"33320","M145562","M145959",-21.3413771758511,94
"33321","M145562","M145960",-8.4825675723039,92
"33322","M145562","M145961",-19.0177933886847,93
"33323","M145562","M145962",-21.5879926167472,94
"33324","M145562","M145963",-2.59432920145912,95
"33325","M145562","M145964",-20.9666968386314,94
"33326","M145562","M145965",-4.11416400769645,82
"33327","M145562","M145966",-14.3867516511251,95
"33328","M145562","M145967",-14.5007636290803,95
"33329","M145562","M145968",-14.7507359973787,95
"33330","M145562","M145969",-16.1482837502715,83
"33331","M145562","M145970",-5.21125200412204,82
"33332","M145562","M145971",-14.1648742008406,95
"33333","M145562","M145972",-7.75214492366037,91
"33334","M145562","M145973",-16.3516068927948,92
"33335","M145562","M145974",-19.5894082968407,95
"33336","M145562","M145975",-14.9689982191907,94
"33337","M145562","M145976",-25.6964979195974,92
"33338","M145563","M145564",-12.265070924739,88
"33339","M145563","M145565",-14.3566396759232,94
"33340","M145563","M145566",-22.6951149248295,93
"33341","M145563","M145567",-16.8658543490089,92
"33342","M145563","M145568",-14.6324314089318,93
"33343","M145563","M145569",-21.7045744449297,93
"33344","M145563","M145570",-19.1890829781016,93
"33345","M145563","M145571",-19.5976210917955,94
"33346","M145563","M145572",-18.9086128967478,94
"33347","M145563","M145573",-5.260940348773,91
"33348","M145563","M145574",-29.9003459136536,93
"33349","M145563","M145575",-12.0186661924362,62
"33350","M145563","M145576",-18.6477856541606,94
"33351","M145563","M145577",-4.50408711288221,94
"33352","M145563","M145578",-13.1811727929338,94
"33353","M145563","M145579",-17.2849550364263,93
"33354","M145563","M145580",-17.2883153948321,94
"33355","M145563","M145581",-24.9154203120427,94
"33356","M145563","M145582",-11.4198465230119,93
"33357","M145563","M145583",-18.5614034910849,92
"33358","M145563","M145584",-18.4428406273414,93
"33359","M145563","M145585",-17.9952378585846,89
"33360","M145563","M145586",-16.3460924741041,94
"33361","M145563","M145587",-17.9325237207588,94
"33362","M145563","M145588",-3.55523508192775,70
"33363","M145563","M145589",-27.0843478317135,94
"33364","M145563","M145590",-12.8900972932297,93
"33365","M145563","M145591",-20.940967188803,93
"33366","M145563","M145592",-0.229062850183016,78
"33367","M145563","M145593",-16.4209766438877,94
"33368","M145563","M145594",-18.1288152154723,94
"33369","M145563","M145595",-21.0618000909873,93
"33370","M145563","M145596",-26.6937822662007,93
"33371","M145563","M145597",-17.4483935658508,89
"33372","M145563","M145598",-22.227369330214,94
"33373","M145563","M145599",-25.6169491568948,94
"33374","M145563","M145600",-10.8812198474382,92
"33375","M145563","M145601",-13.9724384022612,88
"33376","M145563","M145602",-23.3355635003022,94
"33377","M145563","M145603",-20.226782856877,93
"33378","M145563","M145604",-28.0616564039708,93
"33379","M145563","M145605",-8.44802299991824,93
"33380","M145563","M145606",-19.4575019607908,94
"33381","M145563","M145607",-15.8403803637534,91
"33382","M145563","M145608",-18.1514302129178,92
"33383","M145563","M145609",-19.3406594918566,94
"33384","M145563","M145610",-20.9235718540956,94
"33385","M145563","M145611",-13.8120002487406,93
"33386","M145563","M145612",-8.58939806509073,93
"33387","M145563","M145613",-15.7438456263069,93
"33388","M145563","M145614",-12.5173502821988,88
"33389","M145563","M145615",-25.9631478407995,93
"33390","M145563","M145616",-8.30601821671867,94
"33391","M145563","M145617",-12.6131003438004,91
"33392","M145563","M145618",-17.329381745904,94
"33393","M145563","M145619",-7.79559536587919,94
"33394","M145563","M145620",-15.0458123291514,93
"33395","M145563","M145621",-11.046148748358,94
"33396","M145563","M145622",-24.6040888093707,92
"33397","M145563","M145623",-9.40848414545842,94
"33398","M145563","M145624",-16.2488308920495,92
"33399","M145563","M145625",-4.99816966672188,93
"33400","M145563","M145626",-19.1320933871742,94
"33401","M145563","M145627",-21.4796848097168,94
"33402","M145563","M145628",-8.5373953683533,92
"33403","M145563","M145629",-20.1988147059413,94
"33404","M145563","M145630",-8.6932556995879,94
"33405","M145563","M145631",-24.5671786345896,93
"33406","M145563","M145632",-0.11340597106924,61
"33407","M145563","M145633",-23.7843931240267,89
"33408","M145563","M145634",-18.1730194634339,94
"33409","M145563","M145635",-28.0498932189864,87
"33410","M145563","M145636",-29.1153353007989,92
"33411","M145563","M145637",-16.7950711392355,94
"33412","M145563","M145638",-32.3447738156681,93
"33413","M145563","M145639",-18.4552237659365,93
"33414","M145563","M145640",-14.4167340512018,80
"33415","M145563","M145641",-18.6696935282552,94
"33416","M145563","M145642",-11.5274081485937,93
"33417","M145563","M145643",-15.763926371396,94
"33418","M145563","M145644",-21.0259496053923,93
"33419","M145563","M145645",-26.5229634405906,94
"33420","M145563","M145646",-14.0938985108481,94
"33421","M145563","M145647",-6.44080837066808,94
"33422","M145563","M145648",-4.57251358060806,93
"33423","M145563","M145649",-18.5901603522971,94
"33424","M145563","M145650",-17.6545459228062,94
"33425","M145563","M145651",-34.1699723642993,94
"33426","M145563","M145652",-19.2588094660163,94
"33427","M145563","M145653",-16.1382412416974,94
"33428","M145563","M145654",-22.3593570455592,94
"33429","M145563","M145655",-12.0884300381923,94
"33430","M145563","M145656",-21.6506374518285,93
"33431","M145563","M145657",-9.63513335840801,93
"33432","M145563","M145658",-18.2217530969815,93
"33433","M145563","M145659",-21.6018738293604,94
"33434","M145563","M145660",-19.6761354431284,93
"33435","M145563","M145661",-16.9703429642641,94
"33436","M145563","M145662",-18.7132983461592,94
"33437","M145563","M145663",-20.761556439229,94
"33438","M145563","M145664",-17.3949816036089,94
"33439","M145563","M145665",-12.4744849574154,94
"33440","M145563","M145666",-18.1439720953334,94
"33441","M145563","M145667",-16.8913299573013,94
"33442","M145563","M145668",-16.8113183842953,91
"33443","M145563","M145669",-23.51810063057,93
"33444","M145563","M145670",-18.8258326078844,94
"33445","M145563","M145671",-19.6528220997216,94
"33446","M145563","M145672",-7.276493519192,94
"33447","M145563","M145673",-19.145787617098,94
"33448","M145563","M145674",-5.66385469171044,94
"33449","M145563","M145675",-20.6597963061117,94
"33450","M145563","M145676",-18.9576124966945,94
"33451","M145563","M145677",-15.5571997404943,94
"33452","M145563","M145678",-15.3519839052065,94
"33453","M145563","M145679",-8.07168714624236,61
"33454","M145563","M145680",-18.5837463901409,94
"33455","M145563","M145681",-17.6303272277247,85
"33456","M145563","M145682",-14.1018614766708,93
"33457","M145563","M145683",-22.3116817955959,94
"33458","M145563","M145684",-16.932603977647,94
"33459","M145563","M145685",-21.5066797468098,94
"33460","M145563","M145686",-13.3529920968224,93
"33461","M145563","M145687",-21.2837849334183,93
"33462","M145563","M145688",-10.3370928509136,94
"33463","M145563","M145689",-15.336702053468,94
"33464","M145563","M145690",-17.9927814728435,94
"33465","M145563","M145691",-19.9677094407715,94
"33466","M145563","M145692",-21.6183281823168,92
"33467","M145563","M145693",-21.5432799305661,94
"33468","M145563","M145694",-16.4369534992747,93
"33469","M145563","M145695",-16.3486232428656,94
"33470","M145563","M145696",-9.51793589813043,94
"33471","M145563","M145697",-27.6593933436763,92
"33472","M145563","M145698",-23.9326051193082,92
"33473","M145563","M145699",-20.7028854681984,92
"33474","M145563","M145700",-15.5499527122948,92
"33475","M145563","M145701",-21.2906017082875,94
"33476","M145563","M145702",-19.1295603656667,91
"33477","M145563","M145703",-9.13956385905259,93
"33478","M145563","M145704",-25.0825183193614,94
"33479","M145563","M145705",-23.6031539333038,94
"33480","M145563","M145706",-22.091204138879,94
"33481","M145563","M145707",-19.4118030584345,94
"33482","M145563","M145708",-21.2808237458161,90
"33483","M145563","M145709",-13.4271521181174,93
"33484","M145563","M145710",-15.7251322002857,92
"33485","M145563","M145711",-10.4264431636831,93
"33486","M145563","M145712",-15.8753020402891,94
"33487","M145563","M145713",-16.6701275228298,93
"33488","M145563","M145714",-21.6352728380411,93
"33489","M145563","M145715",-16.4786854333669,92
"33490","M145563","M145716",-20.0130030517194,93
"33491","M145563","M145717",-20.0784207621962,94
"33492","M145563","M145718",-31.1802337586139,92
"33493","M145563","M145719",-7.82108887252257,93
"33494","M145563","M145720",-18.0675125222035,93
"33495","M145563","M145721",-19.6817320182866,94
"33496","M145563","M145722",-15.8176275158851,92
"33497","M145563","M145723",-18.6521886566959,93
"33498","M145563","M145724",-17.9436859288816,93
"33499","M145563","M145725",-13.5844022820017,93
"33500","M145563","M145726",-14.4218692097717,91
"33501","M145563","M145727",-21.0219702589528,92
"33502","M145563","M145728",-17.5123570091093,93
"33503","M145563","M145729",-19.5506601362362,82
"33504","M145563","M145730",-16.7238273176712,94
"33505","M145563","M145731",-22.1256658819252,94
"33506","M145563","M145732",-15.7940385222621,93
"33507","M145563","M145733",-16.151664545763,93
"33508","M145563","M145734",-23.3004046191654,91
"33509","M145563","M145735",-16.1827385810731,93
"33510","M145563","M145736",-20.2171654931166,92
"33511","M145563","M145737",-21.7812388615889,91
"33512","M145563","M145738",-29.5339492764817,94
"33513","M145563","M145739",-20.0049348417957,93
"33514","M145563","M145740",-32.6352206256714,94
"33515","M145563","M145741",-15.1421046013084,94
"33516","M145563","M145742",-26.2658960592904,93
"33517","M145563","M145743",-9.40253280256009,94
"33518","M145563","M145744",-21.054323596323,93
"33519","M145563","M145745",-12.5088755046118,91
"33520","M145563","M145746",-23.6139265069541,94
"33521","M145563","M145747",-8.51729396766255,94
"33522","M145563","M145748",-27.1967233903351,92
"33523","M145563","M145749",-15.4818058714887,92
"33524","M145563","M145750",-27.6215079735109,94
"33525","M145563","M145751",-22.4956779894306,92
"33526","M145563","M145752",-22.360262718195,94
"33527","M145563","M145753",-21.7691726136339,94
"33528","M145563","M145754",-22.5685655181512,94
"33529","M145563","M145755",-15.7140754260853,92
"33530","M145563","M145756",-18.9908600969512,93
"33531","M145563","M145757",-21.2942183902157,94
"33532","M145563","M145758",-26.4639015114825,92
"33533","M145563","M145759",-17.613143121095,94
"33534","M145563","M145760",-18.948087311777,93
"33535","M145563","M145761",-28.1233732727691,91
"33536","M145563","M145762",-34.9722630839883,94
"33537","M145563","M145763",-23.9352798505712,92
"33538","M145563","M145764",-22.3905592212101,93
"33539","M145563","M145765",-15.7786449990536,94
"33540","M145563","M145766",-14.3766859999993,90
"33541","M145563","M145767",-14.7505040816471,92
"33542","M145563","M145768",-17.1502421576938,94
"33543","M145563","M145769",-16.7681323920522,80
"33544","M145563","M145770",-23.2598167207994,93
"33545","M145563","M145771",-16.1650026695265,92
"33546","M145563","M145772",-18.1322664798922,71
"33547","M145563","M145773",-10.7901842151379,91
"33548","M145563","M145774",-24.5198206747896,92
"33549","M145563","M145775",-24.5096614084978,91
"33550","M145563","M145776",-21.8818360607594,93
"33551","M145563","M145777",-14.5040332234999,92
"33552","M145563","M145778",-20.1067966695501,93
"33553","M145563","M145779",-16.5561943627698,92
"33554","M145563","M145780",-31.0510512427542,93
"33555","M145563","M145781",-29.7102649789283,94
"33556","M145563","M145782",-16.0844878331688,93
"33557","M145563","M145783",-21.5153329846179,92
"33558","M145563","M145784",-23.1129108478731,93
"33559","M145563","M145785",-18.0134054062601,93
"33560","M145563","M145786",-13.4595236460917,94
"33561","M145563","M145787",-27.7858098532105,93
"33562","M145563","M145788",-17.5006197112675,94
"33563","M145563","M145789",-13.1050834158429,93
"33564","M145563","M145790",-8.30906118094353,92
"33565","M145563","M145791",-12.4450381299229,93
"33566","M145563","M145792",-18.3661910845671,94
"33567","M145563","M145793",-16.8314153760436,94
"33568","M145563","M145794",-9.50187140400101,94
"33569","M145563","M145795",-7.97420234385407,94
"33570","M145563","M145796",-12.6625059664773,93
"33571","M145563","M145797",-11.1969928767588,94
"33572","M145563","M145798",-18.3322863691684,94
"33573","M145563","M145799",-24.0668341090975,93
"33574","M145563","M145800",-21.0621120872757,94
"33575","M145563","M145801",-15.0909636967749,94
"33576","M145563","M145802",-12.2071598023532,93
"33577","M145563","M145803",-12.829832051462,94
"33578","M145563","M145804",-17.9534563652955,94
"33579","M145563","M145805",-10.1872476229097,93
"33580","M145563","M145806",-14.7814554784605,94
"33581","M145563","M145807",-14.7811655346584,94
"33582","M145563","M145808",-12.1297621544739,93
"33583","M145563","M145809",-11.2661834935828,94
"33584","M145563","M145810",-16.3416179593768,93
"33585","M145563","M145811",-14.6638345965024,94
"33586","M145563","M145812",-18.8558701281717,88
"33587","M145563","M145813",-8.86324035469744,92
"33588","M145563","M145814",-18.4503517334658,94
"33589","M145563","M145815",-6.6859319604365,93
"33590","M145563","M145816",-8.87398423774919,94
"33591","M145563","M145817",-15.3447951560258,94
"33592","M145563","M145818",-15.7085812095164,94
"33593","M145563","M145819",-6.23387260623246,94
"33594","M145563","M145820",-19.2112537511082,93
"33595","M145563","M145821",-15.2808510492483,93
"33596","M145563","M145822",-19.1078780065875,93
"33597","M145563","M145823",-11.8742190637123,92
"33598","M145563","M145824",-10.1025382095896,93
"33599","M145563","M145825",-19.5833296204934,92
"33600","M145563","M145826",-21.4088453106091,93
"33601","M145563","M145827",-18.4468859195562,93
"33602","M145563","M145828",-16.897525015151,94
"33603","M145563","M145829",-10.7056227179156,93
"33604","M145563","M145830",-16.4383040037837,94
"33605","M145563","M145831",-7.27362035069775,94
"33606","M145563","M145832",-12.3526731666919,94
"33607","M145563","M145833",-8.2343911824952,94
"33608","M145563","M145834",-14.522437853147,94
"33609","M145563","M145835",-15.2393922820384,94
"33610","M145563","M145836",-14.9528155170857,94
"33611","M145563","M145837",-19.7827701527684,94
"33612","M145563","M145838",-25.3331235616746,93
"33613","M145563","M145839",-33.3725432328169,93
"33614","M145563","M145840",-26.3797191858918,94
"33615","M145563","M145841",-15.3584860878169,94
"33616","M145563","M145842",-20.6463971023519,94
"33617","M145563","M145843",-12.6075486947137,94
"33618","M145563","M145844",-12.3525440341986,93
"33619","M145563","M145845",-11.7832491096326,94
"33620","M145563","M145846",-6.10395198245413,94
"33621","M145563","M145847",-24.4093136221041,94
"33622","M145563","M145848",-18.0620274887763,94
"33623","M145563","M145849",-22.4992122773102,93
"33624","M145563","M145850",-17.7391922530233,94
"33625","M145563","M145851",-19.0663405741278,94
"33626","M145563","M145852",-24.6347103562443,94
"33627","M145563","M145853",-18.8596610181529,94
"33628","M145563","M145854",-16.0375780319391,93
"33629","M145563","M145855",-13.5152550586413,94
"33630","M145563","M145856",-12.9559567366552,94
"33631","M145563","M145857",-18.7657319204675,93
"33632","M145563","M145858",-20.6005050040004,94
"33633","M145563","M145859",-20.1640328516237,94
"33634","M145563","M145860",-20.8261366116549,93
"33635","M145563","M145861",-18.4290530495491,94
"33636","M145563","M145862",-18.4793228746566,94
"33637","M145563","M145863",-23.9706595795192,93
"33638","M145563","M145864",-19.8175119427968,92
"33639","M145563","M145865",-0.54069793612752,94
"33640","M145563","M145866",-25.252422471837,93
"33641","M145563","M145867",-26.5412490368037,94
"33642","M145563","M145868",-21.3780398805715,94
"33643","M145563","M145869",-2.34330069335303,94
"33644","M145563","M145870",-15.3790739509868,94
"33645","M145563","M145871",-15.6522496100709,93
"33646","M145563","M145872",-18.1477284372451,94
"33647","M145563","M145873",-8.34015877230218,90
"33648","M145563","M145874",-18.2982972295334,93
"33649","M145563","M145875",-17.47815006774,94
"33650","M145563","M145876",-10.6071837726823,94
"33651","M145563","M145877",-11.0740959410482,94
"33652","M145563","M145878",-11.5947116559845,94
"33653","M145563","M145879",-8.55003444127402,94
"33654","M145563","M145880",-25.1664303780731,94
"33655","M145563","M145881",-13.9905559350003,94
"33656","M145563","M145882",-13.9838159640533,94
"33657","M145563","M145883",-15.0022511291638,94
"33658","M145563","M145884",-10.2248169245238,93
"33659","M145563","M145885",-10.1808443089941,93
"33660","M145563","M145886",-10.3430630976666,93
"33661","M145563","M145887",-18.3195683143404,94
"33662","M145563","M145888",-20.3908942005618,92
"33663","M145563","M145889",-16.9300120571768,94
"33664","M145563","M145890",-28.1124771444798,94
"33665","M145563","M145891",-27.3891314188677,93
"33666","M145563","M145892",-16.3849907504804,94
"33667","M145563","M145893",-17.9132349656517,94
"33668","M145563","M145894",-15.2473977078075,94
"33669","M145563","M145895",-13.8320555005497,94
"33670","M145563","M145896",-23.6096713307208,92
"33671","M145563","M145897",-24.1968833908431,94
"33672","M145563","M145898",-23.9828147513133,94
"33673","M145563","M145899",-23.8484185707132,94
"33674","M145563","M145900",-23.4824118316814,94
"33675","M145563","M145901",-22.6942697234951,94
"33676","M145563","M145902",-17.3509583672358,92
"33677","M145563","M145903",-18.9635816183122,94
"33678","M145563","M145904",-8.1308783135011,93
"33679","M145563","M145905",-4.18458393955077,94
"33680","M145563","M145906",-14.0345149711574,94
"33681","M145563","M145907",-7.92814834930231,94
"33682","M145563","M145908",-20.620974898103,94
"33683","M145563","M145909",-16.9911920463966,94
"33684","M145563","M145910",-12.5159378933982,93
"33685","M145563","M145911",-19.4301157208342,92
"33686","M145563","M145912",-14.8972648066758,94
"33687","M145563","M145913",-11.6734620199127,94
"33688","M145563","M145914",-24.3227885166554,94
"33689","M145563","M145915",-15.1841155395581,94
"33690","M145563","M145916",-14.4872571528486,94
"33691","M145563","M145917",-5.65055413356564,94
"33692","M145563","M145918",-20.25837527136,94
"33693","M145563","M145919",-15.9011852274971,85
"33694","M145563","M145920",-17.2192658742449,93
"33695","M145563","M145921",-11.2249663077534,92
"33696","M145563","M145922",-2.70397713569918,94
"33697","M145563","M145923",-12.8381142399031,93
"33698","M145563","M145924",-13.7236212736035,94
"33699","M145563","M145925",-13.2821016358191,94
"33700","M145563","M145926",-7.68597761992982,94
"33701","M145563","M145927",-14.271560546291,94
"33702","M145563","M145928",-15.8635962636578,93
"33703","M145563","M145929",-20.0005163078885,92
"33704","M145563","M145930",-20.7258375046799,93
"33705","M145563","M145931",-20.7108493480488,93
"33706","M145563","M145932",-24.3991073099089,94
"33707","M145563","M145933",-24.0849257011378,92
"33708","M145563","M145934",-19.4315503502398,94
"33709","M145563","M145935",-9.75939266177706,94
"33710","M145563","M145936",-20.8145636509182,94
"33711","M145563","M145937",-20.1604052878283,94
"33712","M145563","M145938",-10.6232198959628,93
"33713","M145563","M145939",-10.3500917307695,93
"33714","M145563","M145940",-6.50072133567844,94
"33715","M145563","M145941",-12.1687494575967,94
"33716","M145563","M145942",-21.055944767759,93
"33717","M145563","M145943",-16.5438870214162,93
"33718","M145563","M145944",-11.5293528269654,93
"33719","M145563","M145945",-21.3463292477057,94
"33720","M145563","M145946",-21.7803869452346,94
"33721","M145563","M145947",-4.1161170934145,92
"33722","M145563","M145948",-20.1445390591661,92
"33723","M145563","M145949",-20.0626736311329,94
"33724","M145563","M145950",-1.3306460101365,92
"33725","M145563","M145951",-19.7869747319358,94
"33726","M145563","M145952",-25.555348702829,93
"33727","M145563","M145953",-10.864313063482,94
"33728","M145563","M145954",-19.7460420055038,94
"33729","M145563","M145955",-13.3698306801375,94
"33730","M145563","M145956",-15.708162921296,93
"33731","M145563","M145957",-14.6555052786392,94
"33732","M145563","M145958",-12.2165988722609,93
"33733","M145563","M145959",-12.1088787864718,93
"33734","M145563","M145960",-18.6360273157424,92
"33735","M145563","M145961",-19.952518948008,92
"33736","M145563","M145962",-19.7341528410886,93
"33737","M145563","M145963",-23.7500518225065,94
"33738","M145563","M145964",-15.700525669363,93
"33739","M145563","M145965",-14.8567392549385,81
"33740","M145563","M145966",-15.291856623059,94
"33741","M145563","M145967",-11.5315101023106,94
"33742","M145563","M145968",-15.6266203483762,94
"33743","M145563","M145969",-19.8086424313856,82
"33744","M145563","M145970",-20.6596421260659,81
"33745","M145563","M145971",-17.2292812159336,94
"33746","M145563","M145972",-26.4235436113379,91
"33747","M145563","M145973",-12.8663553356155,92
"33748","M145563","M145974",-20.9903982219238,94
"33749","M145563","M145975",-15.5367210902042,93
"33750","M145563","M145976",-24.5235169970386,91
"33751","M145564","M145565",-15.4206812675423,88
"33752","M145564","M145566",-12.8712934714082,87
"33753","M145564","M145567",-21.3715112784726,87
"33754","M145564","M145568",-2.26363284003975,88
"33755","M145564","M145569",-15.6706793066003,88
"33756","M145564","M145570",-11.6852457931637,87
"33757","M145564","M145571",-14.4999469183298,88
"33758","M145564","M145572",-8.05312323124755,88
"33759","M145564","M145573",-7.80916413383031,85
"33760","M145564","M145574",-7.59872275777489,87
"33761","M145564","M145575",-3.60706820951803,59
"33762","M145564","M145576",-15.0879058024933,88
"33763","M145564","M145577",-15.6889491047199,88
"33764","M145564","M145578",-6.41963864858475,88
"33765","M145564","M145579",-10.623061677345,87
"33766","M145564","M145580",-6.51669205210626,88
"33767","M145564","M145581",-10.1357914323961,88
"33768","M145564","M145582",-9.03314002160273,87
"33769","M145564","M145583",-17.0223569361342,87
"33770","M145564","M145584",-10.1691104060148,87
"33771","M145564","M145585",-4.60277651442184,83
"33772","M145564","M145586",-10.9543627736093,88
"33773","M145564","M145587",-8.64417103390529,88
"33774","M145564","M145588",-8.61708607161076,67
"33775","M145564","M145589",-17.8316763279419,88
"33776","M145564","M145590",-10.0231956310075,87
"33777","M145564","M145591",-12.4079181515943,87
"33778","M145564","M145592",-15.3133948021185,73
"33779","M145564","M145593",-6.96708051364177,88
"33780","M145564","M145594",-4.13374358119541,88
"33781","M145564","M145595",-6.82511246302806,88
"33782","M145564","M145596",-10.8833012920352,87
"33783","M145564","M145597",-3.37869000781967,84
"33784","M145564","M145598",-15.1937530156577,88
"33785","M145564","M145599",-23.764224174065,88
"33786","M145564","M145600",-12.2545713869439,86
"33787","M145564","M145601",-13.1962117591608,82
"33788","M145564","M145602",-18.7789141829428,88
"33789","M145564","M145603",-16.6490032415402,87
"33790","M145564","M145604",-13.3473004313892,87
"33791","M145564","M145605",-17.2416325862214,87
"33792","M145564","M145606",-14.2542546543522,88
"33793","M145564","M145607",-14.8708000187442,85
"33794","M145564","M145608",-11.7316131940266,86
"33795","M145564","M145609",-11.8105697426006,88
"33796","M145564","M145610",-17.0164431440217,88
"33797","M145564","M145611",-11.0951634075164,87
"33798","M145564","M145612",-15.0281815045086,87
"33799","M145564","M145613",-12.2809917086559,87
"33800","M145564","M145614",-17.5631336989845,82
"33801","M145564","M145615",-13.76588903253,87
"33802","M145564","M145616",-11.7967888408574,88
"33803","M145564","M145617",-9.20968955646266,85
"33804","M145564","M145618",-8.23899489283868,88
"33805","M145564","M145619",-13.7155777804848,88
"33806","M145564","M145620",-17.53414999005,87
"33807","M145564","M145621",-10.4377595926189,88
"33808","M145564","M145622",-12.2890473823434,87
"33809","M145564","M145623",-21.5850389753323,88
"33810","M145564","M145624",-12.2040142250873,86
"33811","M145564","M145625",-14.4019636565905,87
"33812","M145564","M145626",-9.28608553738972,88
"33813","M145564","M145627",-14.7883608657383,88
"33814","M145564","M145628",-17.8692654175276,86
"33815","M145564","M145629",-21.6323613985088,88
"33816","M145564","M145630",-20.5346879682745,88
"33817","M145564","M145631",-17.6410268435418,87
"33818","M145564","M145632",-9.16021754697294,57
"33819","M145564","M145633",-14.720739321423,83
"33820","M145564","M145634",-10.823264886674,88
"33821","M145564","M145635",-19.0359056837726,82
"33822","M145564","M145636",-6.47665626517763,86
"33823","M145564","M145637",-10.2758499454126,88
"33824","M145564","M145638",-16.4324887955997,87
"33825","M145564","M145639",-10.6864806530182,87
"33826","M145564","M145640",-7.49121270535258,75
"33827","M145564","M145641",-16.1037146314503,88
"33828","M145564","M145642",-4.06689072648618,88
"33829","M145564","M145643",-18.9959621879012,88
"33830","M145564","M145644",-16.423141963487,87
"33831","M145564","M145645",-14.1716526466757,88
"33832","M145564","M145646",-10.0252799729471,88
"33833","M145564","M145647",-11.6460844449773,88
"33834","M145564","M145648",-5.52485942996739,87
"33835","M145564","M145649",-6.24985111964606,88
"33836","M145564","M145650",-3.8917339637168,88
"33837","M145564","M145651",-9.62060788807393,88
"33838","M145564","M145652",-10.9474383878746,88
"33839","M145564","M145653",-13.8327265859009,88
"33840","M145564","M145654",-13.4496579021527,88
"33841","M145564","M145655",-7.28804452526603,88
"33842","M145564","M145656",-11.0680042491186,88
"33843","M145564","M145657",-18.5321890502394,87
"33844","M145564","M145658",-12.9115116525937,87
"33845","M145564","M145659",-9.70409083623585,88
"33846","M145564","M145660",-7.88637525023273,87
"33847","M145564","M145661",-7.28544040087934,88
"33848","M145564","M145662",-6.10162479878923,88
"33849","M145564","M145663",-11.1651684085335,88
"33850","M145564","M145664",-12.3588396542018,88
"33851","M145564","M145665",-13.7765337806965,88
"33852","M145564","M145666",-7.20367259372432,88
"33853","M145564","M145667",-11.5485839631905,88
"33854","M145564","M145668",-15.2472049531008,85
"33855","M145564","M145669",-18.2700304815822,87
"33856","M145564","M145670",-22.8183660153663,88
"33857","M145564","M145671",-12.0621903528999,88
"33858","M145564","M145672",-15.7122633567393,88
"33859","M145564","M145673",-11.6778305324279,88
"33860","M145564","M145674",-13.1412541057399,88
"33861","M145564","M145675",-13.106890687366,88
"33862","M145564","M145676",-17.3224957174159,88
"33863","M145564","M145677",-19.4793341453236,88
"33864","M145564","M145678",-8.27000489003996,88
"33865","M145564","M145679",-3.98858917010965,57
"33866","M145564","M145680",-8.51184896884791,88
"33867","M145564","M145681",-12.6624975530326,80
"33868","M145564","M145682",-26.0415442771903,87
"33869","M145564","M145683",-10.4891254518701,88
"33870","M145564","M145684",-7.52008083313837,88
"33871","M145564","M145685",-23.7546772873405,88
"33872","M145564","M145686",-13.3814433643125,87
"33873","M145564","M145687",-13.5744119737307,87
"33874","M145564","M145688",-19.2145668805336,88
"33875","M145564","M145689",-5.98750236184682,88
"33876","M145564","M145690",-25.3973318734196,88
"33877","M145564","M145691",-17.3444740394602,88
"33878","M145564","M145692",-7.38164055435755,87
"33879","M145564","M145693",-16.9734546440225,88
"33880","M145564","M145694",-10.8204950169352,87
"33881","M145564","M145695",-19.2716921857034,88
"33882","M145564","M145696",-6.84549872373534,88
"33883","M145564","M145697",-17.8165527888484,86
"33884","M145564","M145698",-9.9081673859922,86
"33885","M145564","M145699",-12.611418689402,86
"33886","M145564","M145700",-5.43021854212482,86
"33887","M145564","M145701",-22.0308133880051,88
"33888","M145564","M145702",-9.72201635208869,85
"33889","M145564","M145703",-12.1059968349214,87
"33890","M145564","M145704",-17.7144037935894,88
"33891","M145564","M145705",-14.061968408441,88
"33892","M145564","M145706",-9.62802264830462,88
"33893","M145564","M145707",-8.25315229432138,88
"33894","M145564","M145708",-10.5900780520886,84
"33895","M145564","M145709",-14.7061400594193,88
"33896","M145564","M145710",-10.6164015971451,86
"33897","M145564","M145711",-8.67349389732618,87
"33898","M145564","M145712",-8.85499786210573,88
"33899","M145564","M145713",-7.87585220385102,87
"33900","M145564","M145714",-20.1283497819778,87
"33901","M145564","M145715",-8.14021655574011,86
"33902","M145564","M145716",-14.7546564477192,87
"33903","M145564","M145717",-12.0343737019911,88
"33904","M145564","M145718",-17.7403514966652,86
"33905","M145564","M145719",-8.13521578575328,87
"33906","M145564","M145720",-13.5853709807067,87
"33907","M145564","M145721",-12.1179716606287,88
"33908","M145564","M145722",-13.7939543397246,86
"33909","M145564","M145723",-11.3888902266685,87
"33910","M145564","M145724",-5.49478824325172,87
"33911","M145564","M145725",-14.1740287206195,87
"33912","M145564","M145726",-10.3925838593156,85
"33913","M145564","M145727",-4.05243884157118,86
"33914","M145564","M145728",-14.6968059750395,87
"33915","M145564","M145729",-10.4776051278868,76
"33916","M145564","M145730",-10.3453350958977,88
"33917","M145564","M145731",-14.8040366397388,88
"33918","M145564","M145732",-9.75276796452187,87
"33919","M145564","M145733",-6.62601773347918,87
"33920","M145564","M145734",-8.93722674614327,85
"33921","M145564","M145735",-8.55028510987333,87
"33922","M145564","M145736",-12.8404268445192,86
"33923","M145564","M145737",-9.31914186304501,85
"33924","M145564","M145738",-14.0904614572536,88
"33925","M145564","M145739",-13.4513623280935,87
"33926","M145564","M145740",-20.1497101453265,88
"33927","M145564","M145741",-11.4134858258805,88
