"","LocationYear","Location","Date_Time","Date","Time","Temp_C","Year","n_day"
"13305","Scott Creek 2025","Scott Creek",2025-07-18 12:00:00,2025-07-18,12:00:00,16.344,"2025",8866
"13306","Scott Creek 2025","Scott Creek",2025-07-18 12:15:00,2025-07-18,12:15:00,16.701,"2025",8866
"13307","Scott Creek 2025","Scott Creek",2025-07-18 12:30:00,2025-07-18,12:30:00,16.939,"2025",8866
"13308","Scott Creek 2025","Scott Creek",2025-07-18 12:45:00,2025-07-18,12:45:00,17.153,"2025",8866
"13309","Scott Creek 2025","Scott Creek",2025-07-18 13:00:00,2025-07-18,13:00:00,17.368,"2025",8866
"13310","Scott Creek 2025","Scott Creek",2025-07-18 13:15:00,2025-07-18,13:15:00,17.605,"2025",8866
"13311","Scott Creek 2025","Scott Creek",2025-07-18 13:30:00,2025-07-18,13:30:00,17.915,"2025",8866
"13312","Scott Creek 2025","Scott Creek",2025-07-18 13:45:00,2025-07-18,13:45:00,18.319,"2025",8866
"13313","Scott Creek 2025","Scott Creek",2025-07-18 14:00:00,2025-07-18,14:00:00,18.889,"2025",8866
"13314","Scott Creek 2025","Scott Creek",2025-07-18 14:15:00,2025-07-18,14:15:00,19.365,"2025",8866
"13315","Scott Creek 2025","Scott Creek",2025-07-18 14:30:00,2025-07-18,14:30:00,19.674,"2025",8866
"13316","Scott Creek 2025","Scott Creek",2025-07-18 14:45:00,2025-07-18,14:45:00,19.912,"2025",8866
"13317","Scott Creek 2025","Scott Creek",2025-07-18 15:00:00,2025-07-18,15:00:00,19.96,"2025",8866
"13318","Scott Creek 2025","Scott Creek",2025-07-18 15:15:00,2025-07-18,15:15:00,19.96,"2025",8866
"13319","Scott Creek 2025","Scott Creek",2025-07-18 15:30:00,2025-07-18,15:30:00,19.984,"2025",8866
"13320","Scott Creek 2025","Scott Creek",2025-07-18 15:45:00,2025-07-18,15:45:00,19.912,"2025",8866
"13321","Scott Creek 2025","Scott Creek",2025-07-18 16:00:00,2025-07-18,16:00:00,19.746,"2025",8866
"13322","Scott Creek 2025","Scott Creek",2025-07-18 16:15:00,2025-07-18,16:15:00,19.627,"2025",8866
"13323","Scott Creek 2025","Scott Creek",2025-07-18 16:30:00,2025-07-18,16:30:00,19.484,"2025",8866
"13324","Scott Creek 2025","Scott Creek",2025-07-18 16:45:00,2025-07-18,16:45:00,19.246,"2025",8866
"13325","Scott Creek 2025","Scott Creek",2025-07-18 17:00:00,2025-07-18,17:00:00,19.008,"2025",8866
"13326","Scott Creek 2025","Scott Creek",2025-07-18 17:15:00,2025-07-18,17:15:00,18.747,"2025",8866
"13327","Scott Creek 2025","Scott Creek",2025-07-18 17:30:00,2025-07-18,17:30:00,18.557,"2025",8866
"13328","Scott Creek 2025","Scott Creek",2025-07-18 17:45:00,2025-07-18,17:45:00,18.271,"2025",8866
"13329","Scott Creek 2025","Scott Creek",2025-07-18 18:00:00,2025-07-18,18:00:00,18.081,"2025",8866
"13330","Scott Creek 2025","Scott Creek",2025-07-18 18:15:00,2025-07-18,18:15:00,17.962,"2025",8866
"13331","Scott Creek 2025","Scott Creek",2025-07-18 18:30:00,2025-07-18,18:30:00,17.867,"2025",8866
"13332","Scott Creek 2025","Scott Creek",2025-07-18 18:45:00,2025-07-18,18:45:00,17.772,"2025",8866
"13333","Scott Creek 2025","Scott Creek",2025-07-18 19:00:00,2025-07-18,19:00:00,17.677,"2025",8866
"13334","Scott Creek 2025","Scott Creek",2025-07-18 19:15:00,2025-07-18,19:15:00,17.558,"2025",8866
"13335","Scott Creek 2025","Scott Creek",2025-07-18 19:30:00,2025-07-18,19:30:00,17.439,"2025",8866
"13336","Scott Creek 2025","Scott Creek",2025-07-18 19:45:00,2025-07-18,19:45:00,17.32,"2025",8866
"13337","Scott Creek 2025","Scott Creek",2025-07-18 20:00:00,2025-07-18,20:00:00,17.201,"2025",8866
"13338","Scott Creek 2025","Scott Creek",2025-07-18 20:15:00,2025-07-18,20:15:00,17.058,"2025",8866
"13339","Scott Creek 2025","Scott Creek",2025-07-18 20:30:00,2025-07-18,20:30:00,16.939,"2025",8866
"13340","Scott Creek 2025","Scott Creek",2025-07-18 20:45:00,2025-07-18,20:45:00,16.796,"2025",8866
"13341","Scott Creek 2025","Scott Creek",2025-07-18 21:00:00,2025-07-18,21:00:00,16.654,"2025",8866
"13342","Scott Creek 2025","Scott Creek",2025-07-18 21:15:00,2025-07-18,21:15:00,16.511,"2025",8866
"13343","Scott Creek 2025","Scott Creek",2025-07-18 21:30:00,2025-07-18,21:30:00,16.368,"2025",8866
"13344","Scott Creek 2025","Scott Creek",2025-07-18 21:45:00,2025-07-18,21:45:00,16.249,"2025",8866
"13345","Scott Creek 2025","Scott Creek",2025-07-18 22:00:00,2025-07-18,22:00:00,16.129,"2025",8866
"13346","Scott Creek 2025","Scott Creek",2025-07-18 22:15:00,2025-07-18,22:15:00,16.01,"2025",8866
"13347","Scott Creek 2025","Scott Creek",2025-07-18 22:30:00,2025-07-18,22:30:00,15.915,"2025",8866
"13348","Scott Creek 2025","Scott Creek",2025-07-18 22:45:00,2025-07-18,22:45:00,15.796,"2025",8866
"13349","Scott Creek 2025","Scott Creek",2025-07-18 23:00:00,2025-07-18,23:00:00,15.7,"2025",8866
"13350","Scott Creek 2025","Scott Creek",2025-07-18 23:15:00,2025-07-18,23:15:00,15.605,"2025",8866
"13351","Scott Creek 2025","Scott Creek",2025-07-18 23:30:00,2025-07-18,23:30:00,15.533,"2025",8866
"13352","Scott Creek 2025","Scott Creek",2025-07-18 23:45:00,2025-07-18,23:45:00,15.461,"2025",8866
"13353","Scott Creek 2025","Scott Creek",2025-07-19,2025-07-19,00:00:00,15.39,"2025",8866
"13354","Scott Creek 2025","Scott Creek",2025-07-19 00:15:00,2025-07-19,00:15:00,15.342,"2025",8866
"13355","Scott Creek 2025","Scott Creek",2025-07-19 00:30:00,2025-07-19,00:30:00,15.294,"2025",8866
"13356","Scott Creek 2025","Scott Creek",2025-07-19 00:45:00,2025-07-19,00:45:00,15.247,"2025",8866
"13357","Scott Creek 2025","Scott Creek",2025-07-19 01:00:00,2025-07-19,01:00:00,15.199,"2025",8866
"13358","Scott Creek 2025","Scott Creek",2025-07-19 01:15:00,2025-07-19,01:15:00,15.151,"2025",8866
"13359","Scott Creek 2025","Scott Creek",2025-07-19 01:30:00,2025-07-19,01:30:00,15.103,"2025",8866
"13360","Scott Creek 2025","Scott Creek",2025-07-19 01:45:00,2025-07-19,01:45:00,15.079,"2025",8866
"13361","Scott Creek 2025","Scott Creek",2025-07-19 02:00:00,2025-07-19,02:00:00,15.008,"2025",8866
"13362","Scott Creek 2025","Scott Creek",2025-07-19 02:15:00,2025-07-19,02:15:00,14.96,"2025",8866
"13363","Scott Creek 2025","Scott Creek",2025-07-19 02:30:00,2025-07-19,02:30:00,14.888,"2025",8866
"13364","Scott Creek 2025","Scott Creek",2025-07-19 02:45:00,2025-07-19,02:45:00,14.816,"2025",8866
"13365","Scott Creek 2025","Scott Creek",2025-07-19 03:00:00,2025-07-19,03:00:00,14.768,"2025",8866
"13366","Scott Creek 2025","Scott Creek",2025-07-19 03:15:00,2025-07-19,03:15:00,14.721,"2025",8866
"13367","Scott Creek 2025","Scott Creek",2025-07-19 03:30:00,2025-07-19,03:30:00,14.673,"2025",8866
"13368","Scott Creek 2025","Scott Creek",2025-07-19 03:45:00,2025-07-19,03:45:00,14.601,"2025",8866
"13369","Scott Creek 2025","Scott Creek",2025-07-19 04:00:00,2025-07-19,04:00:00,14.553,"2025",8866
"13370","Scott Creek 2025","Scott Creek",2025-07-19 04:15:00,2025-07-19,04:15:00,14.505,"2025",8866
"13371","Scott Creek 2025","Scott Creek",2025-07-19 04:30:00,2025-07-19,04:30:00,14.457,"2025",8866
"13372","Scott Creek 2025","Scott Creek",2025-07-19 04:45:00,2025-07-19,04:45:00,14.409,"2025",8866
"13373","Scott Creek 2025","Scott Creek",2025-07-19 05:00:00,2025-07-19,05:00:00,14.361,"2025",8866
"13374","Scott Creek 2025","Scott Creek",2025-07-19 05:15:00,2025-07-19,05:15:00,14.314,"2025",8866
"13375","Scott Creek 2025","Scott Creek",2025-07-19 05:30:00,2025-07-19,05:30:00,14.266,"2025",8866
"13376","Scott Creek 2025","Scott Creek",2025-07-19 05:45:00,2025-07-19,05:45:00,14.242,"2025",8866
"13377","Scott Creek 2025","Scott Creek",2025-07-19 06:00:00,2025-07-19,06:00:00,14.194,"2025",8866
"13378","Scott Creek 2025","Scott Creek",2025-07-19 06:15:00,2025-07-19,06:15:00,14.146,"2025",8866
"13379","Scott Creek 2025","Scott Creek",2025-07-19 06:30:00,2025-07-19,06:30:00,14.122,"2025",8866
"13380","Scott Creek 2025","Scott Creek",2025-07-19 06:45:00,2025-07-19,06:45:00,14.098,"2025",8866
"13381","Scott Creek 2025","Scott Creek",2025-07-19 07:00:00,2025-07-19,07:00:00,14.074,"2025",8866
"13382","Scott Creek 2025","Scott Creek",2025-07-19 07:15:00,2025-07-19,07:15:00,14.05,"2025",8866
"13383","Scott Creek 2025","Scott Creek",2025-07-19 07:30:00,2025-07-19,07:30:00,14.05,"2025",8866
"13384","Scott Creek 2025","Scott Creek",2025-07-19 07:45:00,2025-07-19,07:45:00,14.05,"2025",8866
"13385","Scott Creek 2025","Scott Creek",2025-07-19 08:00:00,2025-07-19,08:00:00,14.05,"2025",8866
"13386","Scott Creek 2025","Scott Creek",2025-07-19 08:15:00,2025-07-19,08:15:00,14.074,"2025",8866
"13387","Scott Creek 2025","Scott Creek",2025-07-19 08:30:00,2025-07-19,08:30:00,14.098,"2025",8866
"13388","Scott Creek 2025","Scott Creek",2025-07-19 08:45:00,2025-07-19,08:45:00,14.17,"2025",8866
"13389","Scott Creek 2025","Scott Creek",2025-07-19 09:00:00,2025-07-19,09:00:00,14.218,"2025",8866
"13390","Scott Creek 2025","Scott Creek",2025-07-19 09:15:00,2025-07-19,09:15:00,14.266,"2025",8866
"13391","Scott Creek 2025","Scott Creek",2025-07-19 09:30:00,2025-07-19,09:30:00,14.314,"2025",8866
"13392","Scott Creek 2025","Scott Creek",2025-07-19 09:45:00,2025-07-19,09:45:00,14.385,"2025",8866
"13393","Scott Creek 2025","Scott Creek",2025-07-19 10:00:00,2025-07-19,10:00:00,14.481,"2025",8866
"13394","Scott Creek 2025","Scott Creek",2025-07-19 10:15:00,2025-07-19,10:15:00,14.577,"2025",8866
"13395","Scott Creek 2025","Scott Creek",2025-07-19 10:30:00,2025-07-19,10:30:00,14.697,"2025",8866
"13396","Scott Creek 2025","Scott Creek",2025-07-19 10:45:00,2025-07-19,10:45:00,14.792,"2025",8866
"13397","Scott Creek 2025","Scott Creek",2025-07-19 11:00:00,2025-07-19,11:00:00,14.936,"2025",8866
"13398","Scott Creek 2025","Scott Creek",2025-07-19 11:15:00,2025-07-19,11:15:00,15.127,"2025",8866
"13399","Scott Creek 2025","Scott Creek",2025-07-19 11:30:00,2025-07-19,11:30:00,15.294,"2025",8866
"13400","Scott Creek 2025","Scott Creek",2025-07-19 11:45:00,2025-07-19,11:45:00,15.557,"2025",8866
"13401","Scott Creek 2025","Scott Creek",2025-07-19 12:00:00,2025-07-19,12:00:00,15.891,"2025",8866
"13402","Scott Creek 2025","Scott Creek",2025-07-19 12:15:00,2025-07-19,12:15:00,16.32,"2025",8866
"13403","Scott Creek 2025","Scott Creek",2025-07-19 12:30:00,2025-07-19,12:30:00,16.701,"2025",8866
"13404","Scott Creek 2025","Scott Creek",2025-07-19 12:45:00,2025-07-19,12:45:00,17.034,"2025",8866
"13405","Scott Creek 2025","Scott Creek",2025-07-19 13:00:00,2025-07-19,13:00:00,17.415,"2025",8866
"13406","Scott Creek 2025","Scott Creek",2025-07-19 13:15:00,2025-07-19,13:15:00,17.867,"2025",8866
"13407","Scott Creek 2025","Scott Creek",2025-07-19 13:30:00,2025-07-19,13:30:00,18.366,"2025",8866
"13408","Scott Creek 2025","Scott Creek",2025-07-19 13:45:00,2025-07-19,13:45:00,18.794,"2025",8866
"13409","Scott Creek 2025","Scott Creek",2025-07-19 14:00:00,2025-07-19,14:00:00,19.199,"2025",8866
"13410","Scott Creek 2025","Scott Creek",2025-07-19 14:15:00,2025-07-19,14:15:00,19.627,"2025",8866
"13411","Scott Creek 2025","Scott Creek",2025-07-19 14:30:00,2025-07-19,14:30:00,19.912,"2025",8866
"13412","Scott Creek 2025","Scott Creek",2025-07-19 14:45:00,2025-07-19,14:45:00,20.055,"2025",8866
"13413","Scott Creek 2025","Scott Creek",2025-07-19 15:00:00,2025-07-19,15:00:00,20.079,"2025",8866
"13414","Scott Creek 2025","Scott Creek",2025-07-19 15:15:00,2025-07-19,15:15:00,20.007,"2025",8866
"13415","Scott Creek 2025","Scott Creek",2025-07-19 15:30:00,2025-07-19,15:30:00,19.96,"2025",8866
"13416","Scott Creek 2025","Scott Creek",2025-07-19 15:45:00,2025-07-19,15:45:00,19.865,"2025",8866
"13417","Scott Creek 2025","Scott Creek",2025-07-19 16:00:00,2025-07-19,16:00:00,19.674,"2025",8866
"13418","Scott Creek 2025","Scott Creek",2025-07-19 16:15:00,2025-07-19,16:15:00,19.532,"2025",8866
"13419","Scott Creek 2025","Scott Creek",2025-07-19 16:30:00,2025-07-19,16:30:00,19.365,"2025",8866
"13420","Scott Creek 2025","Scott Creek",2025-07-19 16:45:00,2025-07-19,16:45:00,19.127,"2025",8866
"13421","Scott Creek 2025","Scott Creek",2025-07-19 17:00:00,2025-07-19,17:00:00,18.889,"2025",8866
"13422","Scott Creek 2025","Scott Creek",2025-07-19 17:15:00,2025-07-19,17:15:00,18.628,"2025",8866
"13423","Scott Creek 2025","Scott Creek",2025-07-19 17:30:00,2025-07-19,17:30:00,18.414,"2025",8866
"13424","Scott Creek 2025","Scott Creek",2025-07-19 17:45:00,2025-07-19,17:45:00,18.152,"2025",8866
"13425","Scott Creek 2025","Scott Creek",2025-07-19 18:00:00,2025-07-19,18:00:00,17.938,"2025",8866
"13426","Scott Creek 2025","Scott Creek",2025-07-19 18:15:00,2025-07-19,18:15:00,17.796,"2025",8866
"13427","Scott Creek 2025","Scott Creek",2025-07-19 18:30:00,2025-07-19,18:30:00,17.701,"2025",8866
"13428","Scott Creek 2025","Scott Creek",2025-07-19 18:45:00,2025-07-19,18:45:00,17.605,"2025",8866
"13429","Scott Creek 2025","Scott Creek",2025-07-19 19:00:00,2025-07-19,19:00:00,17.51,"2025",8866
"13430","Scott Creek 2025","Scott Creek",2025-07-19 19:15:00,2025-07-19,19:15:00,17.391,"2025",8866
"13431","Scott Creek 2025","Scott Creek",2025-07-19 19:30:00,2025-07-19,19:30:00,17.272,"2025",8866
"13432","Scott Creek 2025","Scott Creek",2025-07-19 19:45:00,2025-07-19,19:45:00,17.153,"2025",8866
"13433","Scott Creek 2025","Scott Creek",2025-07-19 20:00:00,2025-07-19,20:00:00,17.034,"2025",8866
"13434","Scott Creek 2025","Scott Creek",2025-07-19 20:15:00,2025-07-19,20:15:00,16.892,"2025",8866
"13435","Scott Creek 2025","Scott Creek",2025-07-19 20:30:00,2025-07-19,20:30:00,16.749,"2025",8866
"13436","Scott Creek 2025","Scott Creek",2025-07-19 20:45:00,2025-07-19,20:45:00,16.654,"2025",8866
"13437","Scott Creek 2025","Scott Creek",2025-07-19 21:00:00,2025-07-19,21:00:00,16.534,"2025",8866
"13438","Scott Creek 2025","Scott Creek",2025-07-19 21:15:00,2025-07-19,21:15:00,16.439,"2025",8866
"13439","Scott Creek 2025","Scott Creek",2025-07-19 21:30:00,2025-07-19,21:30:00,16.344,"2025",8866
"13440","Scott Creek 2025","Scott Creek",2025-07-19 21:45:00,2025-07-19,21:45:00,16.249,"2025",8866
"13441","Scott Creek 2025","Scott Creek",2025-07-19 22:00:00,2025-07-19,22:00:00,16.177,"2025",8866
"13442","Scott Creek 2025","Scott Creek",2025-07-19 22:15:00,2025-07-19,22:15:00,16.082,"2025",8866
"13443","Scott Creek 2025","Scott Creek",2025-07-19 22:30:00,2025-07-19,22:30:00,16.01,"2025",8866
"13444","Scott Creek 2025","Scott Creek",2025-07-19 22:45:00,2025-07-19,22:45:00,15.939,"2025",8866
"13445","Scott Creek 2025","Scott Creek",2025-07-19 23:00:00,2025-07-19,23:00:00,15.867,"2025",8866
"13446","Scott Creek 2025","Scott Creek",2025-07-19 23:15:00,2025-07-19,23:15:00,15.796,"2025",8866
"13447","Scott Creek 2025","Scott Creek",2025-07-19 23:30:00,2025-07-19,23:30:00,15.724,"2025",8866
"13448","Scott Creek 2025","Scott Creek",2025-07-19 23:45:00,2025-07-19,23:45:00,15.652,"2025",8866
"13449","Scott Creek 2025","Scott Creek",2025-07-20,2025-07-20,00:00:00,15.605,"2025",8866
"13450","Scott Creek 2025","Scott Creek",2025-07-20 00:15:00,2025-07-20,00:15:00,15.557,"2025",8866
"13451","Scott Creek 2025","Scott Creek",2025-07-20 00:30:00,2025-07-20,00:30:00,15.485,"2025",8866
"13452","Scott Creek 2025","Scott Creek",2025-07-20 00:45:00,2025-07-20,00:45:00,15.438,"2025",8866
"13453","Scott Creek 2025","Scott Creek",2025-07-20 01:00:00,2025-07-20,01:00:00,15.39,"2025",8866
"13454","Scott Creek 2025","Scott Creek",2025-07-20 01:15:00,2025-07-20,01:15:00,15.318,"2025",8866
"13455","Scott Creek 2025","Scott Creek",2025-07-20 01:30:00,2025-07-20,01:30:00,15.27,"2025",8866
"13456","Scott Creek 2025","Scott Creek",2025-07-20 01:45:00,2025-07-20,01:45:00,15.199,"2025",8866
"13457","Scott Creek 2025","Scott Creek",2025-07-20 02:00:00,2025-07-20,02:00:00,15.151,"2025",8866
"13458","Scott Creek 2025","Scott Creek",2025-07-20 02:15:00,2025-07-20,02:15:00,15.079,"2025",8866
"13459","Scott Creek 2025","Scott Creek",2025-07-20 02:30:00,2025-07-20,02:30:00,15.031,"2025",8866
"13460","Scott Creek 2025","Scott Creek",2025-07-20 02:45:00,2025-07-20,02:45:00,14.984,"2025",8866
"13461","Scott Creek 2025","Scott Creek",2025-07-20 03:00:00,2025-07-20,03:00:00,14.912,"2025",8866
"13462","Scott Creek 2025","Scott Creek",2025-07-20 03:15:00,2025-07-20,03:15:00,14.864,"2025",8866
"13463","Scott Creek 2025","Scott Creek",2025-07-20 03:30:00,2025-07-20,03:30:00,14.792,"2025",8866
"13464","Scott Creek 2025","Scott Creek",2025-07-20 03:45:00,2025-07-20,03:45:00,14.745,"2025",8866
"13465","Scott Creek 2025","Scott Creek",2025-07-20 04:00:00,2025-07-20,04:00:00,14.697,"2025",8866
"13466","Scott Creek 2025","Scott Creek",2025-07-20 04:15:00,2025-07-20,04:15:00,14.625,"2025",8866
"13467","Scott Creek 2025","Scott Creek",2025-07-20 04:30:00,2025-07-20,04:30:00,14.553,"2025",8866
"13468","Scott Creek 2025","Scott Creek",2025-07-20 04:45:00,2025-07-20,04:45:00,14.481,"2025",8866
"13469","Scott Creek 2025","Scott Creek",2025-07-20 05:00:00,2025-07-20,05:00:00,14.433,"2025",8866
"13470","Scott Creek 2025","Scott Creek",2025-07-20 05:15:00,2025-07-20,05:15:00,14.361,"2025",8866
"13471","Scott Creek 2025","Scott Creek",2025-07-20 05:30:00,2025-07-20,05:30:00,14.29,"2025",8866
"13472","Scott Creek 2025","Scott Creek",2025-07-20 05:45:00,2025-07-20,05:45:00,14.218,"2025",8866
"13473","Scott Creek 2025","Scott Creek",2025-07-20 06:00:00,2025-07-20,06:00:00,14.122,"2025",8866
"13474","Scott Creek 2025","Scott Creek",2025-07-20 06:15:00,2025-07-20,06:15:00,14.05,"2025",8866
"13475","Scott Creek 2025","Scott Creek",2025-07-20 06:30:00,2025-07-20,06:30:00,13.954,"2025",8866
"13476","Scott Creek 2025","Scott Creek",2025-07-20 06:45:00,2025-07-20,06:45:00,13.882,"2025",8866
"13477","Scott Creek 2025","Scott Creek",2025-07-20 07:00:00,2025-07-20,07:00:00,13.834,"2025",8866
"13478","Scott Creek 2025","Scott Creek",2025-07-20 07:15:00,2025-07-20,07:15:00,13.762,"2025",8866
"13479","Scott Creek 2025","Scott Creek",2025-07-20 07:30:00,2025-07-20,07:30:00,13.738,"2025",8866
"13480","Scott Creek 2025","Scott Creek",2025-07-20 07:45:00,2025-07-20,07:45:00,13.714,"2025",8866
"13481","Scott Creek 2025","Scott Creek",2025-07-20 08:00:00,2025-07-20,08:00:00,13.714,"2025",8866
"13482","Scott Creek 2025","Scott Creek",2025-07-20 08:15:00,2025-07-20,08:15:00,13.738,"2025",8866
"13483","Scott Creek 2025","Scott Creek",2025-07-20 08:30:00,2025-07-20,08:30:00,13.738,"2025",8866
"13484","Scott Creek 2025","Scott Creek",2025-07-20 08:45:00,2025-07-20,08:45:00,13.786,"2025",8866
"13485","Scott Creek 2025","Scott Creek",2025-07-20 09:00:00,2025-07-20,09:00:00,13.834,"2025",8866
"13486","Scott Creek 2025","Scott Creek",2025-07-20 09:15:00,2025-07-20,09:15:00,13.906,"2025",8866
"13487","Scott Creek 2025","Scott Creek",2025-07-20 09:30:00,2025-07-20,09:30:00,14.026,"2025",8866
"13488","Scott Creek 2025","Scott Creek",2025-07-20 09:45:00,2025-07-20,09:45:00,14.122,"2025",8866
"13489","Scott Creek 2025","Scott Creek",2025-07-20 10:00:00,2025-07-20,10:00:00,14.218,"2025",8866
"13490","Scott Creek 2025","Scott Creek",2025-07-20 10:15:00,2025-07-20,10:15:00,14.337,"2025",8866
"13491","Scott Creek 2025","Scott Creek",2025-07-20 10:30:00,2025-07-20,10:30:00,14.433,"2025",8866
"13492","Scott Creek 2025","Scott Creek",2025-07-20 10:45:00,2025-07-20,10:45:00,14.553,"2025",8866
"13493","Scott Creek 2025","Scott Creek",2025-07-20 11:00:00,2025-07-20,11:00:00,14.649,"2025",8866
"13494","Scott Creek 2025","Scott Creek",2025-07-20 11:15:00,2025-07-20,11:15:00,14.768,"2025",8866
"13495","Scott Creek 2025","Scott Creek",2025-07-20 11:30:00,2025-07-20,11:30:00,14.864,"2025",8866
"13496","Scott Creek 2025","Scott Creek",2025-07-20 11:45:00,2025-07-20,11:45:00,14.984,"2025",8866
"13497","Scott Creek 2025","Scott Creek",2025-07-20 12:00:00,2025-07-20,12:00:00,15.103,"2025",8866
"13498","Scott Creek 2025","Scott Creek",2025-07-20 12:15:00,2025-07-20,12:15:00,15.199,"2025",8866
"13499","Scott Creek 2025","Scott Creek",2025-07-20 12:30:00,2025-07-20,12:30:00,15.294,"2025",8866
"13500","Scott Creek 2025","Scott Creek",2025-07-20 12:45:00,2025-07-20,12:45:00,15.39,"2025",8866
"13501","Scott Creek 2025","Scott Creek",2025-07-20 13:00:00,2025-07-20,13:00:00,15.533,"2025",8866
"13502","Scott Creek 2025","Scott Creek",2025-07-20 13:15:00,2025-07-20,13:15:00,15.724,"2025",8866
"13503","Scott Creek 2025","Scott Creek",2025-07-20 13:30:00,2025-07-20,13:30:00,16.106,"2025",8866
"13504","Scott Creek 2025","Scott Creek",2025-07-20 13:45:00,2025-07-20,13:45:00,16.606,"2025",8866
"13505","Scott Creek 2025","Scott Creek",2025-07-20 14:00:00,2025-07-20,14:00:00,17.153,"2025",8866
"13506","Scott Creek 2025","Scott Creek",2025-07-20 14:15:00,2025-07-20,14:15:00,17.748,"2025",8866
"13507","Scott Creek 2025","Scott Creek",2025-07-20 14:30:00,2025-07-20,14:30:00,18.224,"2025",8866
"13508","Scott Creek 2025","Scott Creek",2025-07-20 14:45:00,2025-07-20,14:45:00,18.557,"2025",8866
"13509","Scott Creek 2025","Scott Creek",2025-07-20 15:00:00,2025-07-20,15:00:00,18.699,"2025",8866
"13510","Scott Creek 2025","Scott Creek",2025-07-20 15:15:00,2025-07-20,15:15:00,18.747,"2025",8866
"13511","Scott Creek 2025","Scott Creek",2025-07-20 15:30:00,2025-07-20,15:30:00,18.794,"2025",8866
"13512","Scott Creek 2025","Scott Creek",2025-07-20 15:45:00,2025-07-20,15:45:00,18.794,"2025",8866
"13513","Scott Creek 2025","Scott Creek",2025-07-20 16:00:00,2025-07-20,16:00:00,18.723,"2025",8866
"13514","Scott Creek 2025","Scott Creek",2025-07-20 16:15:00,2025-07-20,16:15:00,18.675,"2025",8866
"13515","Scott Creek 2025","Scott Creek",2025-07-20 16:30:00,2025-07-20,16:30:00,18.58,"2025",8866
"13516","Scott Creek 2025","Scott Creek",2025-07-20 16:45:00,2025-07-20,16:45:00,18.438,"2025",8866
"13517","Scott Creek 2025","Scott Creek",2025-07-20 17:00:00,2025-07-20,17:00:00,18.224,"2025",8866
"13518","Scott Creek 2025","Scott Creek",2025-07-20 17:15:00,2025-07-20,17:15:00,18.01,"2025",8866
"13519","Scott Creek 2025","Scott Creek",2025-07-20 17:30:00,2025-07-20,17:30:00,17.867,"2025",8866
"13520","Scott Creek 2025","Scott Creek",2025-07-20 17:45:00,2025-07-20,17:45:00,17.653,"2025",8866
"13521","Scott Creek 2025","Scott Creek",2025-07-20 18:00:00,2025-07-20,18:00:00,17.486,"2025",8866
"13522","Scott Creek 2025","Scott Creek",2025-07-20 18:15:00,2025-07-20,18:15:00,17.391,"2025",8866
"13523","Scott Creek 2025","Scott Creek",2025-07-20 18:30:00,2025-07-20,18:30:00,17.32,"2025",8866
"13524","Scott Creek 2025","Scott Creek",2025-07-20 18:45:00,2025-07-20,18:45:00,17.249,"2025",8866
"13525","Scott Creek 2025","Scott Creek",2025-07-20 19:00:00,2025-07-20,19:00:00,17.153,"2025",8866
"13526","Scott Creek 2025","Scott Creek",2025-07-20 19:15:00,2025-07-20,19:15:00,17.034,"2025",8866
"13527","Scott Creek 2025","Scott Creek",2025-07-20 19:30:00,2025-07-20,19:30:00,16.939,"2025",8866
"13528","Scott Creek 2025","Scott Creek",2025-07-20 19:45:00,2025-07-20,19:45:00,16.844,"2025",8866
"13529","Scott Creek 2025","Scott Creek",2025-07-20 20:00:00,2025-07-20,20:00:00,16.749,"2025",8866
"13530","Scott Creek 2025","Scott Creek",2025-07-20 20:15:00,2025-07-20,20:15:00,16.63,"2025",8866
"13531","Scott Creek 2025","Scott Creek",2025-07-20 20:30:00,2025-07-20,20:30:00,16.511,"2025",8866
"13532","Scott Creek 2025","Scott Creek",2025-07-20 20:45:00,2025-07-20,20:45:00,16.392,"2025",8866
"13533","Scott Creek 2025","Scott Creek",2025-07-20 21:00:00,2025-07-20,21:00:00,16.272,"2025",8866
"13534","Scott Creek 2025","Scott Creek",2025-07-20 21:15:00,2025-07-20,21:15:00,16.153,"2025",8866
"13535","Scott Creek 2025","Scott Creek",2025-07-20 21:30:00,2025-07-20,21:30:00,16.034,"2025",8866
"13536","Scott Creek 2025","Scott Creek",2025-07-20 21:45:00,2025-07-20,21:45:00,15.915,"2025",8866
"13537","Scott Creek 2025","Scott Creek",2025-07-20 22:00:00,2025-07-20,22:00:00,15.796,"2025",8866
"13538","Scott Creek 2025","Scott Creek",2025-07-20 22:15:00,2025-07-20,22:15:00,15.7,"2025",8866
"13539","Scott Creek 2025","Scott Creek",2025-07-20 22:30:00,2025-07-20,22:30:00,15.605,"2025",8866
"13540","Scott Creek 2025","Scott Creek",2025-07-20 22:45:00,2025-07-20,22:45:00,15.509,"2025",8866
"13541","Scott Creek 2025","Scott Creek",2025-07-20 23:00:00,2025-07-20,23:00:00,15.438,"2025",8866
"13542","Scott Creek 2025","Scott Creek",2025-07-20 23:15:00,2025-07-20,23:15:00,15.342,"2025",8866
"13543","Scott Creek 2025","Scott Creek",2025-07-20 23:30:00,2025-07-20,23:30:00,15.27,"2025",8866
"13544","Scott Creek 2025","Scott Creek",2025-07-20 23:45:00,2025-07-20,23:45:00,15.199,"2025",8866
"13545","Scott Creek 2025","Scott Creek",2025-07-21,2025-07-21,00:00:00,15.127,"2025",8866
